SampleID	Kingdom	Phylum	Class	Order	Family	Genus	Species
23A46_Y99	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23B15_Y305	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_X7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23A46_Y102	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23A46_Y16	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	Unassigned
23A10_Y81	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y52	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A22_Y22	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23A46_Y56	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A10_Y86	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23A46_Y7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23A46_Y5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23A22_Y4	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y70	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y105	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23B15_Y32	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A22_Y49	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y47	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y307	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23A10_Y37	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23A46_Y121	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A22_Y60	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y316	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y321	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y54	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23A46_Y96	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23A46_Y83	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y25	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paeniclostridium	Unassigned
23A46_Y20	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23A46_Y6	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	Unassigned
23A22_X1	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y17	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23A22_Y5	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A22_Y102	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y16	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unassigned
23B15_Y311	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23B15_Y102	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y129	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23B15_Y100	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23A46_Y3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Unassigned
23A22_Y19	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y74	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A46_Y51	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y12	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	Unassigned
23A22_Y103	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y95	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A22_Y77	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y79	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23E38_Y116	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y19	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unassigned
23B15_Y99	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23B15_Y11	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y213	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23A46_Y103	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y10	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y65	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23A22_Y52	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A22_Y33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y143	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y37	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y10	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Unassigned
23B15_Y93	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y106	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23A46_Y45	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23B15_Y103	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23B15_Y318	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y42	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Unassigned
23B15_Y96	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_X3	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y310	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Unassigned
23B15_Y15	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y301	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23A22_Y55	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y88	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y76	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y101	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23B15_Y5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Unassigned
23B15_Y14	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23B15_Y2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y227	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y166	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y104	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y197	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
23B15_Y92	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23B15_Y73	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23A46_Y71	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y238	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
23B15_Y41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Unassigned
23E38_Y11	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y141	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y1	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y13	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unassigned
23B15_Y64	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y222	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Unassigned
23E38_Y224	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y81	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y126	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y142	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y62	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y148	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y180	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Unassigned
23E38_Y17	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y46	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y78	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23E38_Y140	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y178	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y118	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y181	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y216	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned
23B15_Y34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y156	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y5	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23A46_Y124	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y234	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y62	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y233	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y312	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Unassigned
23E38_Y208	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y132	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y8	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y304	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y319	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y103	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y91	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y229	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_X1	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y315	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y232	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23A22_Y6	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y146	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y236	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y68	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y228	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y308	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_X2	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y112	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y206	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y202	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
23E38_Y2	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y129	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y18	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y150	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23B15_Y97	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23E38_Y34	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_X5	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y246	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y183	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y128	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y135	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y248	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y251	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y94	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y7	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y100	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y71	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23B15_Y98	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Unassigned
23E38_Y47	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y138	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y62	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y37	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23E38_Y127	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y218	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23B15_Y75	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Unassigned
23E38_Y168	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y220	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23B15_Y314	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y101	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y110	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y171	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y219	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
23E38_Y16	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y235	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y217	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y133	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_X6	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y76	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y131	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y240	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23E38_Y237	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23E38_Y231	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y91	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23E38_Y145	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y241	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23E38_Y177	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y137	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_X21	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Unassigned
23E38_Y239	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y198	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Unassigned
23E38_Y45	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y243	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23E38_Y107	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y52	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23E38_Y226	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y59	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23E38_Y170	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y117	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y57	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_X4	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y250	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23E38_Y14	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y29	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y223	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23E38_Y245	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
23E38_Y252	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudescherichia	Unassigned
23E38_Y225	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23E38_Y58	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y87	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23G22_Y107	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y108	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y66	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y105	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y244	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	Unassigned
23E38_Y212	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned
23G22_X17	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Unassigned
23E38_Y66	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y108	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y242	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unassigned
23E38_Y221	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	Unassigned
23G22_Y71	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23E38_Y56	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y249	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned
23G22_Y77	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y34	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
23E38_Y3	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y211	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Unassigned
23E38_Y41	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned
23G22_Y133	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Unassigned
23G22_Y127	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23G22_Y15	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Unassigned
23E38_Y4	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23E38_Y99	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y124	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Unassigned
23E38_Y109	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
23G22_Y5	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Unassigned
