Genome	Group	Gp_MJ1_12	Gp_MJ1_272	Gp_MJ1_444	Gp_MJ2_113	Gp_MJ3_423	Gp_MJ3_477	Gp_MJ4_197	Gp_MJ4_65	Gp_NH_148	Gp_YAB_333	Gp_YAB_339	Gp_meta27_16	Gp_meta27_511	Sg_A01_16	Sg_A11_10	Sg_A11_12	Sg_A11_2	Sg_A17_17	Sg_A19_11	Sg_A19_12	Sg_A19_36	Sg_A19_51	Sg_A20_2	Sg_A20_35	Sg_A22_19	Sg_A22_3	Sg_A22_8	Sg_A27_23	Sg_A27_31	Sg_A28_8	Sg_A33_4	Sg_A34_19	Sg_B03_29	Sg_B04_2	Sg_B07_12	Sg_B07_38	Sg_B07_50	Sg_B07_53	Sg_B07_62	Sg_B08_36	Sg_B14_1	Sg_B14_13	Sg_B15_22	Sg_B15_23	Sg_B15_35	Sg_B15_52	Sg_B19_40	Sg_B19_58	Sg_B25_10	Sg_B25_38	Sg_B26_35	Sg_B26_4	Sg_B27_18	Sg_B27_6	Sg_C02_30	Sg_C03_36	Sg_C04_33	Sg_C14_34	Sg_CA11_3	Sg_CA11_45	Sg_CA11_52	Sg_CA13_9	Sg_CA25_14	Sg_CA25_21	Sg_CA40A_55	Sg_CA9_20	Sg_CB03_44	Sg_CB03_47	Sg_CD23A_20	Sg_CD23A_32	Sg_CD24A_10	Sg_CD25A_53	Sg_CD26A_19	Sg_CD30A_34	Sg_CE19A_15	Sg_CE19A_24	Sg_CE19A_29	Sg_CE19A_36	Sg_CG50A_22	Sg_CG50A_49	Sg_CG50A_74	Sg_CK05A_18	Sg_CK05A_46	Sg_CK05A_56	Sg_CK28A_36	Sg_CK51A_47	Sg_CK52A_43	Sg_CK52A_74	Sg_CM17_16	Sg_CM17_58	Sg_CM17_7	Sg_CM21_15	Sg_CM21_57	Sg_CM29A_16	Sg_CM31A_43	Sg_CM31A_52	Sg_CM32A_26	Sg_CM32A_49	Sg_CM33A_60	Sg_CM33A_9	Sg_CM35A_15	Sg_D02_32	Sg_D02_9	Sg_D03_78	Sg_D09_14	Sg_D10_17	Sg_D18_45	Sg_E04_12	Sg_E06_10	Sg_E06_24	Sg_E10_50	Sg_EA47_17	Sg_EA47_9	Sg_EA57_9	Sg_EA61_27	Sg_EB03_22	Sg_EB08_12	Sg_EB09_7	Sg_EB10_11	Sg_EB13_4	Sg_EB21_10	Sg_EM03_7	Sg_EM12_46	Sg_EM22_6	Sg_EM25_40	Sg_EM30_38	Sg_EM34_4	Sg_G06_9	Sg_G09_4	Sg_G10_35	Sg_G11_20	Sg_G18_1	Sg_G18_19	Sg_G19_41	Sg_G21_58	Sg_G22_16	Sg_G26_10	Sg_G26_22	Sg_G29_33	Sg_G33_7	Sg_G39_28	Sg_G43_29	Sg_G47_17	Sg_H04_45	Sg_I05_27	Sg_I06_25	Sg_I07_11	Sg_I12_32	Sg_I12_44	Sg_I12_6	Sg_K01_5	Sg_K09_1	Sg_K09_61	Sg_K10_28	Sg_K14_18	Sg_K15_44	Sg_K16_50	Sg_K16_53	Sg_K17_22	Sg_K22_66	Sg_K22_8	Sg_K31_45	Sg_K32_30	Sg_K34_1	Sg_K36_16	Sg_K36_17	Sg_K36_27	Sg_K36_29	Sg_K36_3	Sg_K36_6	Sg_K40_4	Sg_K46_34	Sg_M01_13	Sg_M01_30	Sg_M02_37	Sg_M02_5	Sg_M02_8	Sg_M03_37	Sg_M03_38	Sg_M07_27	Sg_M07_39	Sg_M07_4	Sg_M08_36	Sg_M11_5	Sg_M11_7	Sg_M12_21	Sg_M12_39	Sg_M12_6	Sg_M15_10	Sg_M15_29	Sg_M17_3	Sg_M17_33	Sg_M21_45	Sg_OA11r1_10	Sg_OA11r1_12	Sg_OA11r1_9	Sg_OA7r2_4	Sg_OB03r2_1	Sg_OB03r2_39	Sg_OB03r2_6	Sg_OB05r2_32	Sg_OB05r2_38	Sg_OB05r2_8	Sg_OB24r1_18	Sg_OG24B2A_25	Sg_OG24B2A_8	Sg_OM21r1_55	Sg_P15_12	Sg_P15_2	Sg_P15_21	Sg_P22_10	Sg_P22_13	Sg_P23_1	Sg_P27_36	Sg_P27_4	Sg_P30_9	Sg_X05_12	Sg_X05_3	Sg_Y07_14	Sg_Y19_10	Sg_Y19_13	Sg_YA03_20	Sg_YA04_9	Sg_YA12_28	Sg_YA12_4	Sg_YA13_10	Sg_YA31_31	Sg_YB34_1	Sg_YB35_19	Sg_YB35_7	Sg_YB36_42	Sg_YB37_28	Sg_YB37_7	Sg_YB38_12	Sg_YB38_21	Sg_YB38_6	Sg_YB39_24	Sg_YB41_11	Sg_YB41_12	Sg_YB46_3	Sg_YB50_23	Sg_YB59_31	Sg_Z02_43	Sg_Z03_24	Sg_Z06_28	Sg_Z07_36	Sg_Z07_42	Sg_Z09_20	Sg_Z10_1	Sg_Z12_45	Sg_Z14_36	Sg_Z14_45	Sg_Z14_58	Sg_Z15_39	Sg_Z15_51	Sg_Z17_26
G26	C	0.054233123	0	0	0	0	0.08210084	0	0	0.016781865	0	0	0.07993398	0	0	0.06896744	0	0.03374789	0.45236266	0.065048225	1.3385311	0.010264065	0.039546195	0.057398938	0.012941495	0.1527609	0	0.7917983	0	0.23157398	0.05033302	0.35259607	0	0.38689762	0.075585596	0	0	0	1.1008898	0	1.2480427	0.07470698	0	0.3087655	0.6038703	0	0	0.026437378	0	0	0	0.23195551	0	0.07764638	0.14447357	0.013802594	0	0	0.055120904	0.26427478	0	1.2247245	0.09771504	0	0.1689417	0	0.1263824	0	0.089281864	0	0.2265472	0.15639175	0	0.061525524	0.19343089	0.4038174	0.038147632	0.05495901	0.2216365	0	0	0	0.5923641	0	0	0.2570941	0	0	0.09994858	0	0	0	0	0.33517867	0	0.29503804	0	0.11257914	0	0.04563894	0	0	0	0.09890278	0.12727867	0.12663525	0.56875044	0.15640579	0	0	0.029999586	0.21693379	1.8386513	0	0.059994403	0.02080606	0.05978422	0	1.4054227	0.021236898	0.9049754	0.015448825	0.18657687	0	0	0	0.10883046	3.1827092	0.4664458	0.09602716	0	0	0.24030223	0	0	0	0	0.6560927	5.79513	0	0.0334425	0.53753334	0	0.6961609	0.021169767	0	0.010958741	0.54678667	0	0.0964179	0.026861902	0.018448994	0.15379794	0	0	0.013608748	0.2019906	0.024149617	1.8068435	0	0.36031315	0	0	0	0	0.18905388	0.25773227	0.3122199	0.9854907	0	0.04798195	0.26327178	0.035885155	0	0	0.026431061	0	0.017747471	0	0	0	0	0	0.5078837	0	0	2.3247514	2.1019764	0.23403125	0.18907544	0	0	0	0.30286157	0	0	0	0	0	0.03964797	0.013670166	0	0.7734392	0.037083276	0.49756008	0.059776824	0.056067746	0	3.851969	0.1364138	0.058447808	0	0	0.02593771	0.0409384	0	1.0479027	0.5276839	0.017106777	0.063241124	0	0.14852403	0.111919746	0.17160723	0.07590883	1.1274567	0	0	0	0.06815796	0.026071982	0.35406843	0	0	0	0	0.11995869	0	0	0.060397483	0.06574071	0	0	0.24620388	0.28489545	0.83633345	0	0.12738152	0.08910151	0.060847305	0.20123692	0	0.019721435	0	0.24627934	0.55857396	0.012498667
G27	L	0.051017623	0	0	0	0.024631133	0	0	0	0.070956826	0	0.042894144	0.16254082	0	0	0.749872	0	0.031555276	0.055270202	0.018393027	0.115420476	0.013689452	0	0.4044843	0	0	0	0.39583114	0	0.09003596	0.29675078	0.049815085	0	0.1258218	0.36082214	0	0	0	0	0	0	0.018782614	0.3747853	0.027786385	0.26583987	0.03650243	0	0.02487879	0	0.015759496	0	0.29143432	0	0.06696286	0	0.9296163	0	0	1.8052183	7.4379025	0	0.09569929	0	0.020774871	0.00856733	0	0.17193718	0	0.12604022	0	0.1430859	0	0	0.019859402	0.02203564	0.34940067	0.063002914	0	0.097429335	0	0	0.03393454	0.24283017	0	0.07102478	0	0	0.026705777	0	0	0	0.06398084	0.042252455	0.161352	0	0.028421745	0	0.08664332	0.07967772	0	0	0	0	0.110705666	0.40372217	0.18081596	0.36983573	0.05409988	0	0	0.046033613	0.3707655	1.971305	0	0.006217142	0.025092825	0	0.050761722	0.22066744	0.019792618	0.5864429	0.017056711	0.06203251	0	0	0	0.13784473	4.8358197	0.66319776	0	0.39905915	0	0.18152227	0	0	0	0	0	0.67888653	0	0	1.5445914	0	0.048356697	0.3966971	0.333679	0	0.83673245	0	0	0.027308205	0.018361337	0.1606549	0	0	0.09060565	0.13792486	0.6349009	0	0	0.091785975	0	0	0	0	0.1302357	0.19709004	0	0.25149837	0	0	0	0.26422262	0	0	0.024909971	0	0	0.116380244	0	0	0	0	0	0	0.008208266	1.4636755	0.3551705	0.16350469	0.03925669	0	0	0	0	0	0.7855762	0	0	0.006408481	0	0.09855955	0	0.22171839	0.032104224	0.36554426	1.3312417	0.028343225	0	0	0.09450363	1.6179162	0	0.011475098	0.02610528	0.047133885	0	0	0.086972706	2.7791662	0.01908939	0.04124031	0.006301939	0.06453255	0	0.11405775	1.286231	0	0.109103195	0.0512235	0	0.0216165	0.24133758	0	0	0.08716744	0.044138655	0	0.06704859	0	0	0.13079077	0	0	0.32708862	0.31377336	0.50097376	0	0.028974235	0	0	0.074598886	0	0.01750167	0.3170243	0	0	0.05598415
G28	C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014674773	0	0	0.044107024	0	1.2116212	0	0.011213916	0	0	0.020566585	0	0.03771804	0	0.018495072	0	0	0.028931953	0	0.058981776	0	0	0	5.4508195	0	0	0	0.021171805	0	0.08158739	0	0	0	0	0	0	0	0	0	0	0.17679551	0	1.3439873	1.095656	0.12325951	0	0	0	0.39505154	0.064089976	0	0.015541569	0	0	0	0.29848543	0	0	0.041102864	0	0.12152545	0.30831522	0	0.18449935	0	0	0	0.18489447	0	0	0.031702958	0	0.028181417	0.30267736	0	1.2158192	0.23434125	0.5076117	0.017883625	1.2256504	0	0	0.8976686	0	0	0	0	0	0	0.065892234	0	0.026643036	0.009614849	0	0	0	0	0.081688404	0	0	0	0	0	0.017228851	0.034388218	0.082029976	0	0	0	0	0	0	0.44722798	0	0.14759266	0	0.19583724	0.18166006	0	0	0	0	0.7462242	0	0.48552674	0	0.65009916	0	0	0.03345774	1.8815675	0	0.08642342	0	0.22213091	0	0.08434315	0	0	0	0	0.016501667	0.005219613	0.05592837	0	0	0.007259633	0	0	1.2984768	0.014600687	0.058653265	0.006394206	0.017099997	0.019551221	0.022208478	5.917078	0.032307886	0	0	0	0	0	0	0	0	1.7205561	0	0	0	0.14469552	0.1020641	0.17959358	0.028124737	0.049654134	0.033759065	0	0	0.038136046	0.17215726	0	0.016368262	0	0	0	0.06260372	0	0.048604026	0	0	0.08791378	0	0	0	0.801466	0.14531545	0	0.035160977	0	0	0	0	0	0	0	0	0.026111733	0.051641397	0.029967992	0.032756887	0	0	0	0	0	0	0.031453162	0	0	0	0	0	0	0	0.025265748	0	0	0	0.4272409	0.2727298	0.034669075	6.0181885	0.005604003	0	0	0	0	0	0	0	0	0.62091976
G29	L	0.011145757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118955	0	0	0	0	0.015780296	0	0.017258706	0	0	0.025105858	0	0.074222215	0	0.010044317	2.093374	0	0	1.3982635	0.057201512	0	0	0	0	0	0	0	0	0	0.41249678	0	0.013212206	0	0	0	0	0	0	0	0	0.58540773	0	0.14333692	0.88119715	0.20005003	0	0	0	0	0	0	0	0	0	0.038230106	0.99452984	0	0	0.016517544	0	0.050178945	1.6907647	0	0.03353626	0	0	0	0.059158325	0	0	0.004961042	0	0	0	0	0.06480873	0.053096864	0.06248607	0.02480944	0	0	0	1.4842104	0	0.110441186	0	0	0	0	0.30644748	0	0.2773856	0	0	0	0	0	0.067708865	0	0	0	0	0	0.052172776	0	0.13183165	0	0	0	0	0	4.42225	4.509273	0.87302333	0	0	0	0	0	0	0	0	6.899121	0	1.0181036	0.09494824	0.1010677	0	0	0.20027032	0	0	0.9140866	0	2.8165696	0	0	0	0	0.2810868	0	0	0	0	0	0	0	0	0	0	0	0.27626872	0	0.008356872	0	0	0.20051596	0.21225622	0	0	0	0	0	0	0	0	0	0	0	0	0.024504883	0.1846899	0.24209808	0	0.062426675	0	0	1.1464247	0	0	0	0	0	0	0	0.14103796	0.16237825	0	0	0	4.617216	0	0	0	0	0.23808546	0	0	0	0	0	0	0	0.17164838	0.016189337	0	0.062327757	0	0	0	0.007421217	0	0.442225	0	0	0	0.0357882	0	0	0	0.6187464	0.020452855	0	0	0	0	0	0	0.029734181	2.303479	0.19752406	0	0	0	0	0	0	0	0.14207895	0	0	0
G30	C	0.03522756	0	0	0.06211886	0.25648403	0	0	0	0.24933583	0	0	0	0	0	0	0	0	1.5373232	0	0	0	0	0	0	0.49731836	0	0.23464583	0	0.137699	0	0.26232693	0	0	0.34934446	0	0	0	0.070473626	0	0.021714933	0.7738133	0	0.09899676	0.69808626	0.009316819	0.1398983	0	0	0	0	0	0	0.131834	0.13752787	0	0	0	0	0	0	0.2876331	0	0	0	0	0	0	0	0	0.062186386	0	0	0	0	0.02364615	0.050460167	0	0.065437034	0	0	0	0.15100533	0	0	0	0	0	0.7692122	0	0	0	0	0	0	0.08364499	0	0	0	0	0	0	0	0.13677093	0	0.621302	0.26016417	0.82209426	0	0	0	0.10291295	5.7758384	0	0.032992974	0	0	0	0.38817567	0	1.239945	0	0	0	0	0	0	39.67138	0.24046448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4688985	0	0	0	0	0	0	0	0	0.20021415	0	1.843592	0	0	0.04471317	0	0	0	0.483097	0.3623697	0.13570693	0.11624905	0	0.039030053	0	0	0	0	0	0	0.008993146	0	0	0	0	0	0	0	0	3.672656	0.2248257	0.048248228	0	0	0	0	0	0	0	0	0	0	0.023081936	0	0.023619954	0.45265937	0	0.21256685	0	0.015597366	0	0	0.11995997	0	0	0	0	0	0	0	0	0	0.02311413	0	0.09343688	0	0.025480766	0	0.7708672	0	0	0	0	0	0.17235567	0	0	0.14326634	0	0.42208007	0	0	0	0.043622464	0	0	0.82936686	0	0.13486633	0	0.0458174	0	0	0.11194742	0	0	0	0	0	0
G31	L	0	0	0	0.02083441	0	0	0	0	0.02358083	0	0	0	0	0	0.9277914	0	0	0	0	0.07563091	0	0.02385242	0	0	0	0	0.28606126	0	0.09151856	1.297511	0	0.2154223	2.7859094	0.31014523	0	0	0	0	0	0	0	0.4592979	0.60248667	0.17246316	0	0.020765763	0.050441597	0	0	0	0	0	0	0	1.3267033	0	0	0	2.6384351	0	1.7086867	0.14663437	0	0	0	0.07958373	0	0.2358323	0.14830452	0.15204865	0	0	0	0	0	0.16145241	0.014773317	0.08973934	0	0	0	0.453504	0	0	0.008102087	0	0	0	0	0	0	0	0.09827748	0	0.7334246	0	0	0.28194848	0.07688541	0.20674513	0	0	0.059322376	0.22661565	0	0.045614343	0.10750748	0	0	0.05327803	0.20998085	0	0	0.08838196	0.0473349	0.9147072	0	0	0.038622316	0.60999215	0.032446932	0	0	0	0	0.7752727	1.0613712	0	0	0.16446827	0.41545126	0	0	0.031013822	0.19536573	0	0.07450972	0	0	0.11392954	0	0	0	0.32063133	0	0.029476227	0.051000398	0	0	0.050607786	0.032246057	0	0	0	0.24191622	0.12599184	0	3.406445	0	0	0	0	0.03871653	0	0.29625398	0	0.039736062	0.1404119	0.07358871	0	0	0.3532939	0	0	0.054372273	0	0.03746216	0	0	0	0	0	0.38550192	0.1786214	0	1.1426884	0.24751453	0.10992127	0.15876254	0.04705724	0	0	0	0	0	0.058394827	0	0	0	0	0.13391225	0.14803784	0.044103507	0.60896647	0.6273086	0.115417585	0	0	0.17667001	0.64119244	0	2.338389	0.047868706	0	0.21878427	0	2.3718834	5.5802755	0.008349218	0	0.01531692	0.06977606	0.009863935	0.0822875	0	0	0.3220184	0	0	0.06006384	0.36723548	0.17721492	0	0	0	0.2956778	0	0.07525796	0.29681703	0.10763934	0	0	0.2413966	1.1538428	0.14703907	0	0.081428386	0	0	0.16948119	0.09668949	0.026729673	6.8420415	0	0	0.53858846
G32	C	0	0	0	0	0	0	0	0	0	0	0	0.015874501	0	0	0.08515699	0	0	0.013460678	0	0.013128383	0	0	0	0	0	0	0.056613866	0	0	0	0	0	0.4398122	0.017938877	0	0	0	0	0	0	0	0	0	0.008768813	0.015075496	0	0.053018585	0	0	0	0.34296748	0.018359015	0	0	0.08605202	0	0.007046953	0.040348217	0.20543571	0	0	0.078689545	0	0	0	0	0	0.3375499	0	0.18302555	0.011076942	0	0	0	0	0.01767496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019413572	0	0	0	0	0	0.034907125	0	0.023600293	0	0	0	0.010706615	0.10527186	0	0	0	0	0	0.027548814	0.11380794	0	0	0	0.020132333	0	0	0	0.023173654	0.08374528	0	0.024126245	0	0	0	0	67.65346	0	0.08282073	0	0.20873964	0.46479815	0	0	0	0	0.030692372	0	0	0	0.42599255	0	0	0.047877442	0.31814516	0	5.160796	0	0	0.025202312	0.022634603	0	0	0	0	0	0	2.0525544	0	0	0	0	0	0	0	0	0.011916522	0.007040255	0	0	0.038479067	0.2513315	0	0	0.045156635	0	0	0	0	0	0	0	0.12327139	0	0	0.21340866	0.033889104	0.01630292	0.012584635	0	0.038319245	0.022999695	0.018014487	0	0	0	0	0	0	0	0	0.02071552	0.3485237	0.0346887	0.05837008	0	0	0	0.07377689	0.53046095	0	0.035123363	0.03253551	0	0	0	0.16428539	0.007251324	0	0	0	0.08507128	0	0	0	0	0	0	0.008649993	0.020960046	0	0.03820995	0	0	0	0.03318314	0	0.022418352	0.02476472	0	0	0	0	0.061040733	0.021218356	0	0	0	0	0.011260525	0	0.023553584	0.027038775	0	0	0.022947373
G33	Y	0.08180583	0.025303924	0	0.17269902	0	0	0	0	0	0	0	0.060866676	0	0.6129071	0	0	0	0.100092635	0	0.25171337	0	0	0	0	0	0	0.22031093	0	0	0	0	6.580041	0	0.051544804	0	0	0	0.3042267	0	0.033316057	0	0	0.009197068	0.35482913	0	0	0	0	0	0	0	0	0	0	0.10091573	0	0	0.7403909	0.2122356	0.5414326	0.026136518	0	0	0.05662923	0	0.103849955	0	0	0.12711881	0.51005256	0	0	0.07532011	0	0.22186236	0.21517032	0.007088245	0.1879249	0	0	0	0.04435559	0	0	0	0	0	0	0	0	0	0	0.037077278	0	0.008386538	0	0.27485442	0	0	0	0.072128676	0	0.025912184	0.50114733	0	0.40932804	0.09237256	0	0	0.032866422	0.1817493	0.06629217	0.0954961	0	0	0	0	0	0	1.5233966	0	0.13879234	0	0	0	0	2.5495956	0.15390152	0	0	0	0	0	0	0.055027835	0	0.13740374	0	0	4.957919	5.2053056	0	0	0.92815095	0	0.021723347	0.49816284	0	0.25144485	0.01962556	0	0	0	0	0	0.17674206	0	0.04872168	0	0	0	2.4977827	0	0	0.31091666	0	0.021303697	0.07693491	0.5438537	0	1.3173684	0.16391179	0	0	0.022703117	0	0	0	0	0	0	0.017308487	0.18568163	0	0	2.6180427	1.7878138	0.05994107	0.04320254	0.9279105	0.060573567	0	0	0	0	0.011515304	0	0.38114038	0	0.288858	0.14264272	0.0786998	0.013093051	0.48173317	6.76594	0.049792085	0	0	0.24396864	3.4121673	0	0.015374467	0	0.02980114	0	0	0.22870086	0	0	0	0	0.06492802	0	0	0	0.21543258	0	0.02512734	0.009919575	0.0160372	0.3630937	0	0	0	0	0.06603326	0	0.04316225	0.105366535	0.09785056	0	0	0.6495657	0.84414876	0.49856806	0	0.024531098	0	0	0.08971169	0.22692272	0	0.7530643	0.24017216	0	0.4512514
G37	L	0.05822006	0	0	0	0	0	0.05097179	0	0.031611647	0	0.009160996	0.09913848	0	0.13271312	0.10148247	0	0.104507975	0	0	0.032018308	0.027513985	0.011017585	2.1565552	0	0	0	0.0880727	0	0.1915994	1.6617788	0	0.099231265	0.1938826	0.1405719	0	0	0	0	0	0	0	0	0	0.19703412	0	0	0	0	0	0	0.12386582	0.06094943	0	0	0.09127349	0.033621017	0.01536191	0.8987617	1.1430602	0	0.04661693	0	0.01902975	0.015252792	0.019391568	0.079773985	0	0	0.13894399	0.02388101	0	0	0.09254796	0.046682972	0.13874443	0	0.17608075	0.05236521	0	0	0.024346178	0.23349857	0	0	0	0	0.07628178	0	0	0.24199261	0.22464605	0.040727764	0.043997888	0	0.02277045	0	0.11180027	0	0.021540377	0.110404775	0	0	0.018008275	0.17312233	0.050186533	0.078945875	0.1508295	0	0	0	0.10134432	0.30742726	0	0	0	0	0	0.12176249	0	1.0232334	0	0	0	0.12257638	0	0.48978058	0.62024313	0	1.1389397	0.011033449	0.50655586	0.2388247	0	0	0	0	0.09002931	0	0	0.044792272	0.6179932	0	0	0.15149857	0.05644003	0.08289262	0.099211685	0	0.049454484	0	0	0	0.014588693	0	0.025183702	0.06469822	0	0.068063386	0	0	0	0	0	0	0.06378305	0.04866693	0.041709926	0.13338098	0.25907078	0	0.017036691	0.36334476	0.24545354	0.045050513	0	0.030280381	0.020827537	0	0	0	0.027256029	0.051481467	0.03754577	0	0	2.090827	2.7875507	0.09311281	0.134571	0.13604029	0.6695939	0.1642637	0	0	0	0	0	0	0	0	0	0.11371108	0	0.19972752	1.2395359	0	0	0	0.04808319	0.63105667	0.015609051	0	0	0.03545233	0	0	0.07296469	14.878001	0.005879739	0.010013538	0	0	0.010944326	0.05448357	0.045505352	0	0.48099092	0.008217173	0.024589062	0	0.18111083	0	0	0	0	0.07127441	0	0.029364469	0	0.3640784	0	0	0.3275165	0.12256501	0.4778755	0.22677003	0.012991193	1.0324013	0.98795664	0.039262276	0.115625456	0	0.106112555	0.1645576	0	0.21965554
G39	L	0.073493645	0	0	0	0	0	0.07136093	0	0	0	0.039690617	0.084376484	0	0	0	0.04016484	0.07317793	0.30688977	0	0.47090217	0	0	0	0.965837	0	0	0.33813518	0.32128292	0.2529102	4.916587	0	0	0.27279854	0.15792356	0	0	0	0	0	0.011263985	0.028336871	0.10491753	0.047901962	0.21312179	0	0	0	0	0	0.052797206	0	0	0	0.005846795	0.43419355	0.02235526	0	1.1166612	2.0648677	0	0.13899036	0.10006237	0	0.013420403	0	0.06789139	0	0.047333155	0.07828218	0.16809565	0	0	0.049962938	0	0.34703448	0.029299	0.007147227	0.09692108	0	0.56378657	0.027486477	0.16869423	0	0	0	0	0	0	0	0	0	0	0.07290946	0	0.038339067	0	0	0	0	0	0	0	0.07892304	0.2732477	0.10914701	0.26322636	0.022412054	0	0	0	0.1663114	1.3185533	0.02392122	0.008689825	0	0.07914725	0	1.1303632	0	0.9083117	0	0	0	0.12707776	0	0.8191436	0.7084649	0	0.036530487	0	0	0.1452563	0	0	0	0.04474579	0.029095838	0	0	0	0.573359	0	0	0.37327236	0	0.04817349	0.12488072	0	0	0	0	0	0.03802628	0.56302685	0.013815944	0.16751586	0.53141636	0.06186652	0	0.03173979	0	0	0	0	0.38990563	0.9982785	0.043693773	0.25734642	0	0	0	0.8789894	0	0	0	0.019792268	0.035930514	0.022109494	0	0	0.06512177	0	0.13273671	0	0	2.626766	0.77784127	0.10832237	0.034391113	0	0	0	0	0	1.326561	0	0	0	0.03043778	0	0	0.08105622	0	0.10703824	4.6482368	0.030040845	0	0	0.19381173	1.5776346	0.04900823	0.024932832	0	0.16749564	0	0	0.038652897	8.073906	0.03124008	0.023123289	0.015805064	0.03978279	0.09841763	0.08810792	0.15916842	0	0.9117751	0	0.054921094	0	0.22832467	0.043827068	0	0	0	0	0	0.10981503	0	0.07555079	0	0	0.4204974	0.027830852	0.111340314	0	0.055023976	0	0	0.04091148	0.19240937	0	0.20697662	0	0	0.063523084
G42	C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036520112	0	0	0	0	0.0627149	0.4620443	0.022337712	0	0	0	0	0.005114351	0.099048555	0	0	1.0723407	0.004976468	0	0	0	0	0	0	0	0	0	0	0	0	0.02488114	0	0	0	0.11324855	0	0	0	0.27211747	0.016281208	5.850007	0.2051226	0.2653652	0	0.006473347	0.039711047	0	0	0	0	0	0.050625924	0.028555706	3.0971375	0	0	0	0	0.062490817	0.007214101	0	0	0	0.023082536	0.10048193	0.2025802	0	0	0.040648047	0	0.017229727	0	0	0	0.024031596	1.0578667	0	0	0	0	0.50296766	0	0.040670972	0	0.16185297	0	0	0.26176146	0.33749497	0	0	0	0	0.027702741	0	3.0076447	0	0	0.025496468	0	0	0.65759254	0.024304083	0.07019945	0	0.11590319	0	0	0	0.054361448	8.138196	0	0.29655448	0	0	5.1121025	0	0.23575997	0	0	0.047644913	0	0	0.06279126	0.15810667	0	0	0.13988388	0.1124042	0.019291617	1.723764	0.032030374	0.7146304	0.020644119	0.020045228	0	0	0.013575506	0.007734731	0	0	0.42715958	0	0	0	0	0	0	0	0.47580373	0	0	0	0	2.414463	0.5617382	0.10486104	0.07496052	0.023757758	0	0	0	0.031156067	0	0.1544383	0.28070748	0.1996626	0	0	0.21044382	0.17353418	0	0.06840559	0	1.437935	0.21371812	0	0	0	0	0	0	0	0	0	0	0.044271536	0.021802217	0.13152516	0	0	0	0.048199218	0.6663177	0	0	0.023624556	0	0	0	0.05833821	0.093849875	0	0	0.19448756	0.061464924	0	0	0	0	0.09673098	0	0	0.019835476	0	0	0	0	0	0	0	0	0	0	0.12539364	0	0.014509709	0.793276	0.03466499	0.08625954	0	0	0	0.005429448	0	0.022775147	0.04914411	0	0	0.26790497
G43	L	0	0	0	0	0	0	0	0	0	0	0.13637353	0	0	0	0	0	0.0721921	0.11956465	0	0.04233417	0	0.04493781	0.11006858	0.43338382	0.011183501	0	0.18428859	0.17638339	0	0.5580601	0	0	0	0.020077487	0	0	0	0.097847156	0	0.009377671	0	0.13582385	0	0.07742037	0.07925462	0	0.012568699	0	0.6946396	0	0	0	0	0	0.056868836	0.12454429	0	0.103720464	0	0	0	0	0	0	0	0.06417944	0	0.088637024	0	0.9315569	1.6245574	0	0.07775854	0	0.42553365	0.034683466	0	0.044415116	0	0	0.14705162	0.5059792	0	0	0	0	0	1.5680597	0	0	0	0	0.056605577	0	0	0.27332848	0.075596064	0	0	0	0	0	0	0.20668174	0.37656698	0.04421566	0	0	0	0.022062488	0	0.22416967	0	0	0.020823946	0	0.22160438	0.10635416	0.014330336	0.16937529	0	0.018730855	0	0.12923735	0	0.20379362	22.923927	2.5185063	0.1384957	0	0	1.7850344	0	0	0	0.3334984	0	0	0	0	0.17635839	11.351118	0	0.03579715	0	0	4.435461	0	0.06483708	0.025467493	0	0.9750373	0.11547476	0	0	0.016525064	0	0	0	0	0.023606623	0	0.014596141	0	0.018577302	0.1747858	0.17404254	0.029587248	0	0.033858594	0	0.024046758	0	0	0.021541161	0	0	0	0	0	0.10766179	0	0	0.58365065	0	0.24187472	0.6816626	0.08148839	0	0	0	0.007913679	0	0	0	0	0	0	0	1.0323585	0.023397993	0	0.03470951	0	0.076633364	0.039558552	0	0	0	1.4402051	0.03361728	0	0	0	0	0.12062893	0.03475863	1.7086203	0.02186315	0.19320655	0.14331868	0.061292358	0.017921938	0	0.22525272	0	0.12119264	0	0	0.016016198	0.039394196	0	0	0.2597825	0	0.04119427	0	0	0	0	1.7173173	0	0.14905526	0.17640983	0.034730442	0	0	0	0	0	0	0.016154451	0	0	0.04316945	0
